anzsco_code,occupation_title,national_shortage_rating,nsw_rating,vic_rating,qld_rating,sa_rating,wa_rating,tas_rating,nt_rating,act_rating,skill_level,major_occupation_group,classification_system,major_group_code,major_group_label
171231,Office Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,1,OSCA_2024,1,Managers
171232,Payroll Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,1,OSCA_2024,1,Managers
171331,Health Practice Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,1,OSCA_2024,1,Managers
171332,Legal Practice Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,1,OSCA_2024,1,Managers
171333,Veterinary Practice Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,1,OSCA_2024,1,Managers
171399,Practice Managers NEC,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,1,OSCA_2024,1,Managers
171431,Real Estate Agency Principal,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,1,OSCA_2024,1,Managers
172131,Call Or Contact Centre Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,1,OSCA_2024,1,Managers
172132,Customer Service Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,2,1,OSCA_2024,1,Managers
172231,Event Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,1,OSCA_2024,1,Managers
172331,Facilities Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,1,OSCA_2024,1,Managers
172431,Hair Or Beauty Salon Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,1,OSCA_2024,1,Managers
172499,"Hair, Body And Beauty Service Managers NEC",No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,1,OSCA_2024,1,Managers
172531,Fleet Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,Shortage,No Shortage,2,1,OSCA_2024,1,Managers
172532,Railway Station Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,1,OSCA_2024,1,Managers
172533,Transport Company Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,2,1,OSCA_2024,1,Managers
172931,Boarding Kennel Or Cattery Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,1,OSCA_2024,1,Managers
172932,Equipment Hire Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,1,OSCA_2024,1,Managers
172933,Retirement Village Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,1,OSCA_2024,1,Managers
172934,Security Manager (Non-ICT),No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,1,OSCA_2024,1,Managers
172999,Service Managers NEC,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,1,OSCA_2024,1,Managers
211131,Accountant (General),No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
211132,Corporate Treasurer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
211133,Forensic Accountant,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
211134,Management Accountant,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
211135,Taxation Accountant,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1,2,OSCA_2024,2,Professionals
211231,External Auditor,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1,2,OSCA_2024,2,Professionals
211232,Internal Auditor,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
212131,Financial Adviser,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
212231,Financial Market Dealer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
212232,Stockbroker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
212331,Capital Markets Specialist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
212332,Investment Analyst,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
212333,Investment Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
212931,Credit Risk Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
212999,Financial Services And Investment Specialists NEC,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
221131,Advertising Specialist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
221231,Communications Officer (Public Relations),No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
221331,Electorate Officer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
221332,Liaison Officer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
221431,ICT Business Development Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
221531,Content Creator (Marketing),No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
221532,Digital Marketing Analyst,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
221533,Market Research Analyst,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
221534,Marketing Specialist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
221631,ICT Account Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
221632,ICT Sales Representative,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
221633,Sales Representative (Industrial Products),No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
221634,Sales Representative (Medical And Pharmaceutical Products),No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
221699,Technical Sales Representatives NEC,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
222131,Human Resources Adviser,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
222132,Workplace Relations Adviser,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
222231,Recruitment Consultant,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
222331,Rehabilitation Consultant,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
222332,Work Health And Safety Adviser,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
222431,Training And Development Professional,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
223131,Actuary,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,1,2,OSCA_2024,2,Professionals
223132,Mathematician,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
223133,Statistician,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
223231,Data Analyst,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
223232,Data Architect,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
223233,Data Engineer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
223234,Data Scientist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
223331,Intelligence Analyst,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
223332,Policy Analyst,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
223431,Enterprise Architect,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
223432,Management Consultant,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
223433,Organisation And Methods Analyst,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
223434,Supply Chain Analyst,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
223531,Asset Manager (Property),No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
223532,Valuer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
223931,Company Secretary,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
223932,Cost Controller,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
223933,Health Information Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
223934,Patents Examiner,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
223935,Records Or Information Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
223999,Information And Organisation Professionals NEC,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
231131,Actor,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
231132,Circus Performer Or Trainer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
231133,Content Creator (Social Media),No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
231134,Dancer Or Choreographer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
231135,Entertainer Or Variety Performer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
231199,"Actors, Dancers And Other Entertainers NEC",No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
231231,Author,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
231232,Book Or Script Editor,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
231331,Copywriter,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
231332,Journalist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
231333,Print Or Digital Content Editor,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
231334,Technical Writer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
231399,Journalists And Other Writers NEC,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
231431,Artistic Director,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
231432,Audio Or Live Performance Director,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
231433,Cinematographer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
231434,Film And Video Editor,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1,2,OSCA_2024,2,Professionals
231435,Production Manager (Screen Or Live Performance),No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
231436,Screen Director,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
231437,Screen Or Live Performance Designer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
231438,Technical Director,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
231499,Media Directors And Designers NEC,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
231531,Audio Producer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
231532,Live Performance Producer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
231533,Screen Producer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
231631,Composer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
231632,Music Director,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
231633,Musician (Instrumental),No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
231634,Singer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
231699,Music Professionals NEC,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
231731,Painter (Visual Arts),No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
231732,Potter Or Ceramic Artist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
231733,Sculptor,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
231799,Visual Arts And Crafts Professionals NEC,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
231931,Community Arts Worker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
231932,Media Presenter,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,OSCA_2024,2,Professionals
